,词语,次数
1776,本来,273
6467,？？？？？？？,273
77,北京,272
1042,其他,272
2719,woc,271
2842,封面,270
5141,运动,270
2222,今天,269
400,特别,267
416,家里,267
1541,当时,267
2016,教育,267
7680,吸吸,267
514,50,264
1376,女朋友,264
1481,恐怖,264
3729,不同,264
81,清华,262
6706,女生,262
10434,基金,261
1169,男朋友,260
1677,小姐,260
2068,太好了,260
1264,对了,259
2510,15,259
3211,复读,259
141,！！！！！,257
540,高一,257
590,文化,257
2260,不够,257
7016,广告,257
2113,没用,253
3733,大师,252
287,高考,251
1041,没人,251
1102,几年,251
5006,身体,250
341,就行了,249
792,听懂,249
3360,空间,248
4001,吃饭,247
4460,余弦,247
3596,至于,246
542,30,245
881,绝对,245
1077,而已,245
1018,你好,244
1678,小姐姐,243
2664,想要,243
998,老公,242
1844,好听,242
2684,语文,242
3607,失败,242
374,yyds,241
182,外国,240
429,辈子,240
6701,营销,240
1411,想起,239
1811,看完,238
2184,好评,238
1206,适合,237
6610,复读机,237
119,努力,236
823,而且,236
1663,不住,236
1051,情商,234
1589,赶紧,234
2674,眼睛,234
2710,开心,234
2186,试试,233
2441,毕业,233
170,研究,232
750,单身,232
2192,明天,232
65,东北,231
1809,竟然,231
397,真不,230
2444,差不多,230
980,有些,229
1673,优秀,228
5070,科学,227
580,最好,226
583,所有,226
846,难道,226
2285,看见,226
701,再见,224
1786,过去,224
2251,到底,224
1212,等于,223
1505,头发,223
2173,存在,223
7469,加班,223
2088,兴趣,222
2177,方法,222
6488,不至于,222
1054,估计,221
1675,之后,221
2078,寒假,221
50,还要,220
2476,虽然,220
1291,新年,219
5403,越来,219
982,推荐,218
1070,终于,218
2813,凡尔,218
32,冲冲,217
309,技术,217
430,男人,217
1559,结婚,217
2303,实话,217
3735,除了,217
874,出去,216
1950,人才,216
2814,凡尔赛,216
7392,设计,216
15991,深沉,216
1150,各位,215
7427,块钱,215
883,认真,214
1013,印度,214
5404,越来越,213
5518,名字,213
306,或者,212
493,财大,212
2145,开学,212
74,音乐,211
1988,告诉,211
2840,不算,211
4102,第一次,211
7462,企业,211
10386,赚钱,211
2544,准备,210
12466,市场,209
567,经济,208
1919,算了,208
8328,对劲,208
2672,结果,207
7733,哦哦哦,207
1512,一句,206
2564,难受,206
4208,嘿嘿嘿,206
11262,人口,205
274,广东,204
1243,学会,204
1789,这次,204
2253,欢迎,204
4461,余弦定理,204
1142,当然,203
2327,下去,203
5425,告辞,203
6808,没看,203
2649,111111,202
2958,值得,202
3630,能力,202
8327,不对劲,202
24,实是,201
751,中文,201
1882,吓人,201
1938,千万,201
2862,TM,200
6702,销号,200
748,国内,199
2448,意义,199
1633,未来,198
2438,系列,196
3051,继续,196
4048,搞笑,196
21429,盗墓,196
124,科技,195
332,山东,195
930,单词,195
1295,好好看,195
1389,银行,195
2659,11,195
3317,愿意,195
5920,价值,195
2857,精神,194
6320,活该,194
663,水平,193
2230,三个,193
2794,正在,193
5796,抄袭,193
2807,真正,192
3908,教练,192
5430,没钱,192
2169,反应,191
4090,哪个,191
6693,鸭子,191
42519,桀桀,191
94,上去,190
1817,奇怪,190
12532,价格,190
680,背景,189
10429,公务,189
10430,公务员,189
697,对不起,188
752,一些,188
1292,新年快乐,188
1462,女人,188
1755,有没有,188
961,如此,187
2846,百万,187
9167,123,187
2063,十年,186
2734,定要,186
2808,正经,186
222,考研,185
2412,原因,185
708,认识,184
1352,时代,184
4015,天一,184
6023,医院,184
900,出现,183
1341,年轻人,183
2027,女孩,183
1968,马上,182
2127,听到,182
2381,超级,182
2809,才能,182
1104,年级,181
1299,一遍,181
2800,连了,181
1000,样子,180
1336,18,180
3394,现实,180
8057,不值,180
1669,有意,179
1836,一万,179
2527,那种,179
8014,腾讯,179
2364,翻译,178
3068,路过,178
142,人生,177
2987,不愧,177
20967,买不起,177
290,深圳,176
717,英国,176
2876,就算,176
4816,解决,176
4991,一堆,176
11928,女性,176
641,别的,175
798,标准,175
1330,心脏,175
2947,扯淡,175
3705,清楚,175
3754,放心,175
1032,每个,174
3288,舒服,174
593,今年,173
4234,第二,173
15779,投资,173
53932,升官,173
1062,老子,171
1792,明明,171
2578,不在,171
2611,芜湖,171
3105,重新,171
11963,兔子,171
12441,工人,171
12520,科普,171
1742,不然,170
3366,一种,170
4870,健康,170
53933,升官发财,170
1956,随便,169
2009,影响,169
2565,上班,169
9372,力量,169
23769,可比,169
3,情况,168
800,发音,168
3365,像是,168
6956,人均,168
51,不吃,167
2247,一个月,167
5114,父母,167
5755,联动,167
6290,一只,167
7238,前方,167
327,睡觉,166
2048,阿巴,166
3613,相信,166
5637,尼玛,166
1074,变成,165
10300,吓死,165
478,语言,164
1332,当年,164
3709,发展,164
4188,梦幻,164
5197,英雄,164
768,来说,163
2386,事情,163
2825,做人,163
3375,222,163
4416,安全,163
6466,？？？？？？？？,163
23125,上周,163
1573,逐渐,162
1964,别说,162
3324,思想,162
813,警告,161
951,上面,161
1286,刚刚,161
2521,反正,161
2870,玩意儿,161
4690,用来,161
6559,平衡,161
8015,垄断,161
14,以上,160
642,更好,160
2226,好几,160
2730,有时,159
3722,2222,159
88,500,158
329,文科,158
828,明显,158
1327,这边,158
8017,过分,158
15114,难吃,158
19073,1234,158
1076,工具,157
2114,不配,157
2648,1111111,157
3605,电脑,157
4555,评论,157
7271,傻子,157
779,字幕,156
815,。。。。。,156
2086,感兴,156
2087,感兴趣,156
4741,数据,156
5936,楷模,156
11062,面试,156
147,坚持,155
1146,机会,155
1171,hhh,155
1849,晚上,155
4467,证明,155
512,电影,154
572,心理,154
994,UP,154
2209,救命,154
2461,不怕,154
1399,6666,153
1446,飞机,153
4705,答案,153
5629,经典,153
9815,成本,153
49484,比克,153
492,80,152
856,果然,152
1767,一百,152
39990,反讽,152
801,毛病,151
1461,办法,151
3007,重点,151
4299,一生,151
7322,劳动,151
14236,神经,151
17089,老家,151
186,天津,150
1868,看得,150
2093,结束,150
2118,大部,150
2119,大部分,150
2158,麻烦,150
2790,可惜,150
3111,手艺,150
3689,吼吼,150
6301,没想,150
49483,可比克,150
2278,不让,149
3216,好意,149
6093,说明,149
412,考上,148
574,压力,148
844,有点像,148
1949,找到,148
2927,目标,148
3163,22222,148
3888,氧化,148
3943,一块,148
4537,国外,148
6114,本家,148
7198,介绍,148
7239,高能,148
14649,四维,148
19644,美元,148
26435,贷款,148
2887,稳定,147
5677,味道,147
12301,安排,147
1621,逻辑,146
6334,这人,146
6682,吾辈,146
8484,华为,146
2165,浪费,145
2274,细节,145
2516,大哥,145
4987,从来,145
6618,大宝,145
6745,动物,145
440,如何,144
500,等等,144
731,本人,144
1005,必要,144
1204,要求,144
2507,关键,144
2569,初三,144
3213,痛苦,144
3362,心疼,144
3881,同意,144
15,一模一样,143
1519,16,143
2394,震惊,143
6113,资本家,143
6909,二十,143
774,一半,142
1183,自然,142
1986,小孩,142
2317,资源,142
3217,好意思,142
4651,老人,142
4955,行为,142
9868,发生,142
174,福建,141
1593,少年,141
2511,14,141
3248,过年,141
3334,消费,141
4592,考虑,141
8794,有钱人,141
333,艺术,140
1145,???,140
1210,妈呀,140
1501,熟悉,140
2326,不下,140
2331,上课,140
3818,废话,140
7308,播放,140
167,学院,139
513,一本,139
2603,每次,139
2788,不管,139
3546,太棒,139
5225,确定,139
6083,胡说,139
15242,得得,139
1876,差点,138
2949,祖传,138
6704,男生,138
872,罢了,137
2571,人间,137
2645,全部,137
4041,看来,137
739,得有,136
990,习惯,136
1472,天才,136
1920,聪明,136
3706,裂开,136
10389,活着,136
18530,一线,136
234,武汉,135
981,下面,135
11031,家庭,135
1236,哈哈笑,134
1552,爷爷,134
2188,软件,134
2341,1000,134
2673,想想,134
3987,有关,134
6265,更多,134
6434,尴尬,134
7558,一套,134
10413,自由,134
20167,工地,134
21044,国士,134
48516,散户,134
2563,说得好,133
2572,回去,133
2866,淑女,133
4437,小伙,133
9046,天下,133
15179,战争,133
34612,阻断,133
724,分析,132
1959,粉丝,132
2054,儿子,132
10448,减肥,132
484,实验,131
617,魔法,131
1712,内容,131
2217,打开,131
3081,一条,131
3643,就要,131
4248,有毒,131
4511,空降,131
4814,单位,131
773,生命,130
1020,小哥,130
1412,幸福,130
2314,起步,130
2431,去世,130
2689,实在,130
3938,禁止,130
6476,看成,130
6766,看不懂,130
7520,官方,130
821,60,129
1225,怪不得,129
1356,学家,129
2277,一步,129
2692,厕所,129
2703,现代,129
4328,家人,129
6241,大爷,129
6291,猪肉,129
19807,传销,129
650,同事,128
1281,首页,128
1631,回家,128
2215,硬核,128
2467,不见,128
3547,太棒了,128
8305,花钱,128
14047,苏联,128
545,收藏夹,127
1136,不应,127
1406,明星,127
2726,阴间,127
2747,监控,127
3077,增加,127
13981,一款,127
19149,犊子,127
808,区别,126
1275,热乎,126
1762,机器,126
3228,感动,126
3767,所谓,126
6014,可怜,126
12137,老哥,126
14378,打印,126
376,200,125
913,代表,125
1943,遇到,125
2065,无法,125
2530,左右,125
2717,字体,125
8152,空气,125
9478,宇宙,125
13613,多多,125
127,金融,124
1418,美女,124
2508,90,124
3506,好事,124
4194,，，,124
6783,全世界,124
16024,手工,124
17566,无双,124
28588,电网,124
818,提高,123
1467,代入,123
2175,一辈,123
2975,嘎嘎,123
3168,严重,123
4139,无语,123
4713,认为,123
5613,虫子,123
11350,平均,123
1670,有意思,122
2080,弟弟,122
3371,同志,122
4424,早就,122
4960,姐妹,122
5286,传谣,122
6205,十万,122
14205,三维,122
16142,蜘蛛,122
21819,海豚,122
35788,白酒,122
1452,除以,121
1750,一口,121
2077,之一,121
2554,宿舍,121
2621,环境,121
5121,犯罪,121
5316,一切,121
6272,钓鱼,121
19752,套房,121
20734,黄人,121
1769,百分,120
2478,能用,120
3215,不好意思,120
4344,对象,120
4868,寂寞,120
5413,现场,120
6278,万一,120
7833,父亲,120
9380,表情,120
18566,危险,120
18811,坦克,120
331,警察,119
877,多年,119
1088,做到,119
2390,比如,119
3221,理想,119
3392,原理,119
4402,哇哇,119
4871,宝宝,119
6575,理论,119
6735,讨厌,119
8876,多少钱,119
17673,股票,119
26349,好喝,119
1383,请问,118
1404,公式,118
2201,大概,118
2678,效果,118
3656,抱抱,118
4330,66666,118
5551,最大,118
884,读书,117
926,至少,117
1014,，，，,117
1387,DNA,117
2265,故事,117
2335,爸爸,117
3919,直播,117
32043,脂肪,117
34755,避孕,117
268,不少,116
657,成为,116
2257,得到,116
3727,一眼,116
4264,文科生,116
6387,恍惚,116
6606,鸽子,116
7036,留学,116
32529,回形针,116
1253,you,115
1886,题目,115
2279,咋办,115
3904,两次,115
3960,良心,115
4749,解释,115
7764,高兴,115
8600,那时,115
475,信息,114
1109,作文,114
2493,很快,114
2504,一周,114
3306,22,114
3659,唯一,114
4978,熬夜,114
6386,恍恍惚惚,114
6736,蛋白,114
26463,地产,114
269,医学,113
1185,决定,113
1432,心里,113
1788,？？？？？？？？？,113
4904,身上,113
6024,当场,113
6526,羡慕,113
6623,小品,113
10914,咕噜,113
13569,行业,113
21750,死刑,113
385,云南,112
3162,2000,112
3658,疯狂,112
3747,死亡,112
5550,伤害,112
5772,伟大,112
6302,没想到,112
6374,祖国,112
6616,本质,112
6860,生产,112
16089,中医,112
21045,国士无双,112
547,河南,111
1779,妹妹,111
2050,经历,111
4145,怀疑,111
4293,进入,111
4614,看出,111
5569,牛皮,111
236,自信,110
682,小心,110
771,很大,110
962,上学,110
2240,改变,110
2264,颜色,110
2369,然而,110
3091,套路,110
4420,初二,110
8814,夸克,110
39099,角速度,110
18,北大,109
519,基础,109
772,毕竟,109
2176,一辈子,109
2383,操作,109
3018,666666,109
5610,配音,109
5923,接好,109
6322,性别,109
6383,红红,109
8626,怎么样,109
11660,打工,109
13051,出生,109
667,政治,108
767,英文,108
1248,十几,108
2365,2333,108
2749,八道,108
5063,好奇,108
7111,代代,108
8418,太大,108
9409,本事,108
9813,刺激,108
10455,一家,108
191,四川,107
1562,点点,107
1812,40,107
2160,新闻,107
6199,乌龟,107
6385,红火,107
8224,武器,107
263,回事,106
835,wc,106
1891,24,106
1921,不大,106
2512,一大,106
2524,简直,106
2576,不容,106
3787,没什么,106
4013,去过,106
6142,你家,106
6384,红红火火,106
26819,经理,106
983,第一个,105
1215,免费,105
1486,思维,105
2061,三十,105
2597,去年,105
2873,程序,105
3110,传统,105
3415,计算,105
3453,旁边,105
4099,三观,105
6579,不动,105
6873,升华,105
26461,房地,105
26462,房地产,105
1234,不来,104
1466,提前,104
2302,说实话,104
2744,恋爱,104
2831,摸鱼,104
3654,暂停,104
4063,最近,104
5898,四个,104
6826,泡菜,104
8498,昨天,104
9313,老年,104
10363,实现,104
13296,穷人,104
2242,一张,103
3493,后来,103
3544,要用,103
4481,使用,103
4495,三角,103
6319,要脸,103
8012,阿里,103
8194,超过,103
49489,达利,103
2477,有效,102
2671,小说,102
3298,三天,102
4944,电视,102
7502,最多,102
10036,好人,102
11434,三星,102
17591,维空间,102
120,心态,101
193,重庆,101
1239,恭喜,101
1661,各种,101
1794,看起,101
2180,放弃,101
3000,再来,101
3333,主义,101
3514,疫情,101
4165,的确,101
4287,啧啧,101
5860,杀人,101
7441,没见,101
10265,先生,101
17600,收益,101
20396,东莞,101
33228,鲶鱼,101
1140,文字,100
1288,一分,100
2465,全都,100
3129,人员,100
4055,自我,100
4269,哲学,100
4953,变态,100
5510,甚至,100
6850,姑娘,100
9310,13,100
12075,骗子,100
16705,收入,100
1263,完蛋,99
1297,别念,99
1305,雷击,99
2083,身边,99
2582,高三,99
2811,说出,99
2996,hhhhh,99
3648,方式,99
4042,算是,99
4249,农村,99
6587,学历,99
11218,胡说八道,99
15517,奶茶,99
219,上岸,98
220,西安,98
347,想学,98
584,考生,98
605,江苏,98
958,难怪,98
1159,通话,98
1304,开幕,98
1914,滑稽,98
2082,听力,98
2943,而是,98
3341,方向,98
4781,大多,98
5184,笔记,98
6795,国有,98
8625,错误,98
29680,默哀,98
760,尊重,97
1711,导致,97
2003,动力,97
4738,属于,97
5131,充电,97
5254,产生,97
6270,通过,97
6323,男孩,97
7346,法律,97
14127,996,97
814,冒犯,96
1744,莫名,96
2320,再说,96
2368,事儿,96
3541,两天,96
4053,几天,96
4253,必修,96
4440,想法,96
7380,百分之,96
11106,25,96
11861,拒绝,96
17377,手术,96
39403,平衡点,96
41017,饭盒,96
208,满分,95
1188,似的,95
1537,相当,95
3167,模拟,95
3925,日语,95
4365,正片,95
4976,效应,95
6232,暗示,95
22965,利益,95
73,浙江,94
322,工业,94
3918,看起来,94
4263,45,94
5326,基因,94
6626,节目,94
6649,植物,94
8227,几百,94
8604,罗斯,94
10694,和平,94
11369,几十,94
13992,放量,94
24760,判刑,94
960,原来如此,93
1362,上来,93
1734,有救,93
2322,完美,93
3233,阴阳,93
3384,动机,93
5060,自动,93
8109,震怒,93
14426,巨人,93
35431,枸杞,93
1302,不服,92
1479,三年,92
1974,四年,92
2025,不止,92
3117,开头,92
3131,模式,92
3445,222222,92
3565,侮辱,92
4743,位置,92
5111,打死,92
5854,地球,92
7468,员工,92
8884,中间,92
13994,塑料,92
25970,博物,92
26,600,91
756,任何,91
3638,。。。。。。,91
4366,这点,91
4683,限制,91
4726,实际,91
4886,状态,91
6318,不要脸,91
9290,五年,91
10897,大利,91
22901,流氓,91
26432,泡沫,91
350,天都,90
383,河北,90
413,工程,90
1158,普通话,90
1657,家长,90
1892,好玩,90
2172,不存,90
2731,有时候,90
2827,整个,90
3570,五十,90
4332,没关,90
4589,不等,90
4981,爸妈,90
5223,面有,90
5908,高级,90
7052,那里,90
15185,子弹,90
197,我爱你,89
1192,第三,89
1317,大脑,89
1693,一边,89
2263,壁纸,89
2694,11111111,89
3182,做出,89
3520,倍速,89
4117,地理,89
4771,一群,89
7170,公开,89
8594,神奇,89
9108,网站,89
20398,涨价,89
21720,不共戴天,89
1331,极了,88
1539,鼻子,88
2053,瞬间,88
2440,博士,88
2489,小米,88
3218,自律,88
3475,接受,88
4297,处理,88
4400,两年,88
4894,在家,88
6494,19,88
15760,德州,88
21547,无中生有,88
1795,起飞,87
1918,生气,87
2269,高中生,87
3106,重新做人,87
4254,经验,87
4603,复杂,87
6105,合理,87
9828,去除,87
10552,通人,87
14347,质量,87
26544,贬值,87
28605,家电,87
867,是从,86
1378,皮肤,86
1937,条件,86
3527,不开,86
3740,达到,86
5491,这话,86
6216,嘻嘻,86
6920,不长,86
7623,like,86
14031,无数,86
20061,3000,86
32103,麻药,86
1004,很重,85
1922,气质,85
2783,无限,85
2879,首先,85
3464,锻炼,85
3589,理学,85
4228,刚好,85
4380,23333,85
4668,听说,85
7216,合适,85
7451,被骗,85
7906,人性,85
10551,普通人,85
13324,退休,85
42081,龙哥,85
1063,从小,84
1567,正确,84
1720,一开,84
2154,一千,84
2219,一部,84
2685,没学,84
2837,退出,84
2851,上有,84
3980,指甲,84
4333,没关系,84
4479,八嘎,84
6729,wdnmd,84
6733,好笑,84
11085,在乎,84
11245,机构,84
11622,不明,84
13980,开发,84
14925,通了,84
15514,产品,84
51457,三星堆,84
200,南京,83
870,角度,83
1520,方言,83
2371,半天,83
3387,认知,83
3413,思考,83
3568,锤子,83
4714,发明,83
6090,电话,83
10609,德国,83
13303,喝酒,83
20282,种菜,83
48628,升值,83
992,新加坡,82
1296,师傅,82
1532,鉴定,82
2149,衣服,82
2193,天开,82
3061,资料,82
3347,其中,82
3376,无所,82
3756,哥哥,82
4071,人心,82
6947,专家,82
8153,鬼才,82
11139,计划,82
11308,古代,82
17417,资产,82
44692,冰城,82
216,理科,81
2399,慢慢,81
3292,早上,81
3318,2222222,81
4945,效率,81
5587,无敌,81
6004,对方,81
6737,蛋白质,81
6738,白质,81
7515,竞争,81
9804,黑色,81
9921,放水,81
11289,演员,81
14350,快递,81
20082,男性,81
21722,待遇,81
775,作为,80
901,说白,80
1935,也好,80
2252,记住,80
2643,事实,80
2874,程序员,80
3698,口水,80
3927,hhhh,80
5139,长期,80
6153,爱情,80
7483,70,80
8656,上过,80
9784,作用,80
14176,科学家,80
40338,家电网,80
171,研究生,79
178,300,79
942,故意,79
1905,方面,79
3076,论文,79
3176,目的,79
3647,娱乐,79
4043,………,79
4110,牛蛙,79
4302,意识,79
4660,定义,79
5168,刑法,79
7007,xswl,79
8700,来自,79
8918,0,79
10207,高压,79
10520,文物,79
11468,永动机,79
11485,女孩子,79
19641,老头,79
19709,原子,79
20978,骨灰,79
539,！！！！！！,78
1148,玻璃,78
1494,干什么,78
1739,妹子,78
2319,一键,78
2462,口语,78
2666,分享,78
3572,十分,78
4783,多数,78
4838,假设,78
6201,问问,78
7106,圣代,78
7122,青年,78
7188,lsp,78
7305,爆炸,78
7500,三次,78
7787,反思,78
8165,最高,78
10324,挣钱,78
18520,比特,78
40337,国家电网,78
693,英式,77
794,除非,77
1107,写作,77
2454,屏幕,77
2872,全球,77
3030,目前,77
3304,手动,77
3911,没办,77
5385,美丽,77
5684,黑暗,77
24437,版权,77
26453,房产,77
30956,飞旋,77
83,华大,76
121,电子,76
1323,发抖,76
1382,有味,76
2134,起码,76
2195,概念,76
2223,成绩,76
2618,王者,76
3398,护好,76
5234,手里,76
11711,枪毙,76
12544,说白了,76
13945,17,76
15649,商业,76
15878,无期,76
1354,恐惧,75
1999,回答,75
2007,？（,75
2418,宝藏,75
3738,系统,75
3840,会员,75
3848,做梦,75
4019,会上,75
4334,一段,75
4884,休息,75
5486,一批,75
7297,制作,75
7321,应届,75
10161,试过,75
10932,北人,75
12971,发达,75
13988,隔离,75
13989,非洲,75
17773,辐射,75
18893,不正,75
19645,人民币,75
27938,纸箱,75
365,广西,74
1571,鸡蛋,74
2600,没上,74
3924,理由,74
4007,宝贝,74
5116,本身,74
6406,??,74
6896,十五,74
7268,太少,74
8515,格局,74
10807,垃圾桶,74
12735,青铜,74
13322,咱们,74
19499,私有,74
21206,海王,74
30955,铁翼飞,74
72,!!!,73
571,中学,73
1829,南人,73
1863,拥有,73
2283,材料,73
3898,兴奋,73
5870,挨打,73
5941,石头,73
6061,玩笑,73
7374,国企,73
8256,玩家,73
8467,功能,73
8804,肚子,73
9655,传说,73
10597,赌博,73
15922,彩礼,73
18451,哼哼,73
19282,][,73
19576,利息,73
26396,马化腾,73
39641,双休,73
726,笑话,72
784,好久,72
977,长大,72
1124,很棒,72
1594,忘记,72
1639,骄傲,72
1699,控制,72
1814,对于,72
2408,23,72
2615,受不了,72
2913,要说,72
3086,这段,72
4260,拿出,72
4941,身份,72
5128,可乐,72
5155,表白,72
5156,但凡,72
5461,跟着,72
5470,起立,72
7190,dog,72
7443,服务,72
9266,上次,72
10568,太贵,72
10614,会点,72
12381,几千,72
12434,冬天,72
12979,建国,72
17354,辞职,72
20592,生意,72
22899,红包,72
24266,一本正经,72
411,定会,71
1586,耳朵,71
1761,无情,71
2214,睡着,71
2551,室友,71
2663,开车,71
3236,树林,71
3443,进度,71
3481,全国,71
4107,毫无,71
5643,疙瘩,71
6009,截图,71
6699,骂人,71
8502,985,71
8581,担心,71
10192,斯拉,71
14255,箱子,71
14306,亏了,71
19935,下班,71
21519,风险,71
23527,大城,71
32262,理财,71
360,农业,70
460,小学生,70
579,燃起,70
1195,味儿,70
1588,密码,70
2072,这位,70
3070,教授,70
3444,进度条,70
3916,要死,70
4062,反而,70
4125,素质,70
4995,人工,70
5076,校友,70
7339,离职,70
7353,一点点,70
11287,没去,70
12554,年后,70
14485,比划,70
17460,昆明,70
17593,茅台,70
20238,森林,70
22068,交易,70
24492,合金,70
41179,诺安,70
898,阅读,69
1315,方程,69
2091,一小,69
2538,阿婆,69
3116,一把,69
4547,反手,69
5981,它们,69
6934,这儿,69
8203,要来,69
8704,十多,69
9314,老年人,69
9489,制造,69
9893,中化,69
10801,讽刺,69
10993,喜剧,69
12191,出口,69
13919,地下,69
23528,大城市,69
43772,驿站,69
308,职业,68
694,外国人,68
2658,哇塞,68
2832,方便,68
3189,番茄,68
3391,233,68
3880,某些,68
4339,敏感,68
5352,红色,68
5496,道德,68
6058,治疗,68
7442,见到,68
8379,战术,68
8725,了了,68
9053,！？,68
9696,检验,68
10576,律师,68
11488,病毒,68
11508,贴心,68
12392,承认,68
