,词语,次数
110,居然,98
711,去世,98
852,容易,98
1572,女生,98
223,还以,97
1507,？？？？？？？,97
4508,蛋白,97
4778,初中,97
289,啊哈,96
447,恶心,96
2317,哦哦哦,96
2608,特别,96
16006,平衡点,96
427,不得,95
1416,女朋友,95
1927,存在,95
2232,蜘蛛,95
4027,不如,95
651,我会,94
2345,是因为,94
201,狗头,93
2346,脑子,93
7507,枸杞,93
38,一只,92
311,好多,92
1828,天天,92
1122,一般,91
3320,对劲,91
699,还行,90
1458,不同,90
1512,不值,90
1522,建议,90
3319,不对劲,90
808,woc,88
2273,吃饭,88
3394,得得,88
766,没用,87
5467,稳定,87
955,不错,86
10861,鸽子,86
860,了解,85
1101,看完,85
1622,正在,85
1921,保护,85
2502,为了,85
1426,每天,84
523,真是,83
1001,最后,83
1899,身体,83
2522,国家,83
3868,麻药,83
190,赶紧,82
1025,标题,82
1108,一起,82
2547,嘎嘎,82
2948,理解,82
7078,细节,82
1088,学习,81
3372,姐姐,81
2,以后,80
285,还好,80
858,神经,80
1245,救命,80
589,BGM,79
2687,看见,79
4756,老人,79
63,为啥,78
120,想起,78
717,的话,78
2751,肯定,78
644,专业,77
716,有毒,77
807,通了,77
1051,别人,77
1965,说话,77
2190,关系,77
2552,小学,77
17081,小品,77
1410,两次,76
1609,下次,76
1630,只要,76
2270,想到,76
4696,工作,76
1956,正经,75
2521,没看,75
359,营销,74
360,销号,74
387,动物,74
497,成功,74
886,666,73
1279,各位,73
1832,试试,73
3241,该是,73
8506,蛋白质,73
8507,白质,73
418,主要,72
801,下来,72
847,学生,72
1520,老婆,72
2670,裂开,72
541,快乐,71
928,永远,71
939,感谢,71
1588,淑女,71
3684,战争,71
397,10,70
1080,进去,70
1772,部分,70
1854,今天,70
2059,注意,70
3763,不吃,70
49,同学,69
208,前方,69
13026,乌龟,69
710,当场,68
757,地方,68
1028,tm,68
3090,芜湖,68
56,对对,67
712,放屁,67
1847,封面,67
2408,出现,67
347,老家,66
1019,难受,66
5011,无数,66
6170,鞭笞,66
2261,这边,65
3968,广告,65
4023,疼疼,65
5429,原理,65
31,大学,64
363,生活,64
799,自然,64
4462,选择,64
10523,杂质,64
12066,德州,64
12744,中化,64
209,高能,63
1145,竟然,63
1504,奇怪,63
679,玩意儿,62
872,有效,62
1412,手艺,62
1447,哪里,62
1951,明白,62
2681,记得,62
3694,代入,62
3704,只能,62
12050,肉馅,62
771,心脏,61
1140,简单,61
1923,而且,61
2743,武器,61
3804,不想,61
4716,认真,61
5720,升华,61
32,学校,60
1089,本来,60
1670,植物,60
2133,太多,60
13564,四维空间,60
430,有没有,59
494,可是,59
611,举报,59
796,nb,59
883,几个,59
1125,111,59
1490,男人,59
1657,不多,59
1886,12,59
2582,一口,59
4591,女孩,59
40,听到,58
278,终于,58
295,比较,58
817,之后,58
1462,无中生有,58
1792,健康,58
6892,高一,58
8383,辐射,58
509,日本,57
938,不住,57
1397,播放,57
1402,一周,57
1424,20,57
3054,手术,57
6458,数学,57
6957,氧化,57
39,晚上,56
149,口水,56
639,回来,56
1013,后面,56
1628,基本,56
1942,强化,56
2866,马桶,56
2893,口音,56
3061,完全,56
3828,准备,56
5767,理论,56
9919,隔离,56
10933,回形针,56
11654,福建,56
307,音乐,55
374,老子,55
879,神奇,55
977,大师,55
1115,差点,55
1425,干嘛,55
1577,难道,55
134,看得,54
169,下去,54
277,就行了,54
506,一种,54
803,锻炼,54
959,皮肤,54
968,大脑,54
1314,好奇,54
1387,没错,54
1461,而已,54
2196,其他,54
11425,相同,54
12790,文科,54
12791,文科生,54
13556,无数个,54
13557,数个,54
15442,线速度,54
133,当时,53
243,地理,53
765,那些,53
873,效果,53
1032,震惊,53
1400,怪不得,53
1526,三次,53
2490,身上,53
2735,魔鬼,53
2983,推荐,53
3162,鸭子,53
4251,雷击,53
4587,酸奶,53
11653,广西,53
46,年轻,52
152,算了,52
655,哼哼,52
782,无法,52
1215,治疗,52
1539,宇宙,52
1567,一年,52
3431,阿巴,52
5874,可乐,52
6429,1111,52
6592,反转,52
7157,地球,52
193,睡觉,51
409,到底,51
845,医学,51
1632,虽然,51
2864,学到,51
5149,高中生,51
5173,听懂,51
6112,必修,51
7658,别念,51
557,刚刚,50
907,马上,50
1054,如此,50
1331,解决,50
1336,不愧,50
4181,辛苦,50
4250,开幕,50
5748,每个,50
6867,老年,50
23029,美人计,50
333,暂停,49
784,告诉,49
900,系列,49
956,！！！！！,49
2243,北京,49
2354,一条,49
2883,yyds,49
2896,方言,49
3652,明明,49
4134,增加,49
4476,作用,49
4494,冬天,49
68,小孩,48
81,竟是,48
619,三个,48
869,找到,48
890,鼻子,48
980,空降,48
1055,妈妈,48
1081,太好了,48
1848,看成,48
1880,游戏,48
1994,没想,48
3057,根本,48
3324,？？？？？？？？,48
5674,避孕法,48
6176,天鹅,48
222,尼玛,47
504,生命,47
573,别说,47
599,TM,47
979,一边,47
1216,或者,47
1585,第一次,47
2930,下饭,47
3015,必须,47
909,研究,46
1290,希望,46
1398,放量,46
1404,减肥,46
1496,上过,46
2034,不信,46
2131,教育,46
4738,不怕,46
5005,好评,46
11134,美丽,46
3,娃娃,45
159,嘻嘻,45
669,当年,45
880,wc,45
1382,有救,45
2442,森林,45
2755,出去,45
2917,普通,45
4177,尊重,45
7764,老年人,45
8384,本事,45
205,公司,44
253,样子,44
428,100,44
559,非常,44
1232,绝对,44
1450,想想,44
1758,估计,44
1937,说明,44
2336,好几,44
2421,上面,44
2496,味道,44
2858,室友,44
3370,小姐,44
4034,脂肪,44
4704,真不,44
9848,打印,44
10400,曲率,44
13558,克莱,44
19585,高中化学,44
1033,路过,43
1497,咋办,43
2010,想要,43
3179,除了,43
6489,效应,43
12571,二维,43
99,重要,42
385,办法,42
759,面有,42
763,宝宝,42
862,瞬间,42
942,严重,42
1006,安全,42
1671,一分,42
1724,结果,42
2209,守宫,42
3393,可不,42
3934,逐渐,42
5099,差不多,42
69,那种,41
405,解释,41
608,进化,41
709,哪个,41
830,妈呀,41
1011,方法,41
1411,有些,41
1472,女性,41
1593,养生,41
1954,一本,41
2846,对不起,41
6174,黑天,41
8755,11111,41
17915,垫纸,41
18411,补牙,41
204,关注,40
758,下面,40
1280,定要,40
1308,首页,40
1620,鸡蛋,40
2007,熟悉,40
2139,思想,40
3312,一些,40
3965,未来,40
4671,情况,40
5150,高中生物,40
5538,空气,40
6158,颜色,40
6175,黑天鹅,40
9377,罗斯,40
13119,星际,40
13542,讽刺,40
18854,狍子,40
267,哈哈笑,39
727,搞笑,39
866,看来,39
1008,第二,39
1672,一分钟,39
2780,名字,39
3300,等等,39
3371,小姐姐,39
3682,头皮,39
3989,姐妹,39
3995,16,39
4113,技术,39
5221,果然,39
6834,天明,39
8092,中毒,39
8745,2222,39
17324,ukpkmkk,39
1024,原因,38
1031,hhh,38
1072,导致,38
1201,头发,38
1807,开心,38
2015,相信,38
2129,变成,38
3013,会点,38
3088,脖子,38
5212,熬夜,38
6283,不稳,38
6833,云天,38
8078,化钠,38
8330,学家,38
10124,动机,38
11724,伤口,38
15994,稳定平衡,38
16012,球体,38
179,才能,37
429,过去,37
844,自来,37
1083,辈子,37
1723,活该,37
1775,至于,37
1898,明显,37
2527,一堆,37
3201,师傅,37
3661,不够,37
4172,你好,37
6261,吼吼,37
6578,30,37
7055,死亡,37
7736,文化,37
8096,剧毒,37
8169,电解,37
8170,电解质,37
15988,不倒翁,37
15989,倒翁,37
36,家里,36
465,常见,36
481,古代,36
625,好好看,36
1584,大夫,36
1762,有关,36
1915,心理,36
1955,一本正经,36
3555,越来,36
5007,理科,36
5377,实验,36
6177,事件,36
9071,德国,36
14189,福建人,36
17059,断章取义,36
17060,取义,36
462,像是,35
522,对了,35
889,舒服,35
1135,传说,35
1184,打开,35
1278,几年,35
1449,坚持,35
1645,试过,35
1734,问问,35
1759,没人,35
1816,能力,35
1827,变态,35
2747,恐惧,35
2938,如何,35
3084,有时,35
3140,聪明,35
3159,宿舍,35
3556,越来越,35
5066,洁身,35
5311,姑娘,35
5966,有意,35
9272,历史,35
9469,至少,35
9811,垃圾,35
10441,永动机,35
11028,基建,35
13404,蛀牙,35
13560,克莱因,35
13578,穿越,35
18145,可耻,35
21373,泪腺,35
23584,信鸽,35
210,反应,34
246,小伙,34
517,旁边,34
635,童年,34
841,鼻炎,34
918,耳朵,34
1048,刺激,34
1053,原来如此,34
1074,最好,34
1199,影响,34
1370,哇哇,34
1511,以上,34
2385,厕所,34
2402,自行,34
2480,病毒,34
2572,上去,34
3157,水中,34
3181,现场,34
3956,欢迎,34
4216,所有,34
4670,不存,34
5120,免疫,34
5235,社会,34
5667,怀孕,34
5782,在座,34
6143,主题,34
6288,11,34
8076,氯化,34
9295,维度,34
12813,电池,34
16500,宿迁,34
18052,纸垫,34
22167,瘟疫,34
22892,丽水,34
273,反正,33
477,多年,33
485,，，，,33
491,吓到,33
638,yue,33
1261,上有,33
1430,女人,33
1433,22,33
1440,每次,33
1562,难怪,33
1695,听说,33
1774,不至于,33
1794,请问,33
1798,24,33
2011,？？？？？？？？？,33
2134,传统,33
2321,奥利,33
2328,。。。。。,33
2880,不管,33
3113,超级,33
3399,力学,33
3798,地铁,33
4022,能用,33
4692,年级,33
5426,处理,33
8597,俗称,33
12439,咯咯,33
13555,有无,33
20924,氯气,33
365,头疼,32
544,wdnmd,32
747,弟弟,32
972,物体,32
984,失败,32
1548,18,32
1563,小说,32
1665,早上,32
1836,行为,32
2377,回家,32
2422,用来,32
2425,没想到,32
2557,天才,32
2581,警告,32
3156,确定,32
3306,实是,32
4694,初三,32
5067,洁身自好,32
5068,自好,32
5645,定律,32
6149,要来,32
6326,和平,32
7624,一张,32
14308,士林,32
24031,艾滋,32
216,随便,31
274,认识,31
459,重点,31
618,笔记,31
818,一大,31
854,发生,31
995,那里,31
1300,人才,31
1574,一个月,31
1617,大概,31
1661,男生,31
1808,心心,31
2119,现象,31
2257,不服,31
2585,金色,31
2739,斯拉,31
2921,马拉,31
3066,支持,31
3601,打死,31
3870,点点,31
4037,男性,31
4310,真正,31
5105,敏感,31
6187,小米,31
9049,五常,31
12136,亚马,31
13916,黑暗,31
12,萝卜,30
135,鸡皮,30
283,怎么样,30
621,儿子,30
631,回事,30
684,过分,30
741,精神,30
915,呼吸,30
1099,40,30
1495,没上,30
1498,老公,30
1674,天都,30
1713,不大,30
1853,年轻人,30
2630,但凡,30
2764,内容,30
2775,当然,30
2994,肚子,30
3515,15,30
3629,发麻,30
3982,完蛋,30
4592,女孩子,30
5332,电子,30
6258,今年,30
7455,几天,30
8808,222,30
9102,科技,30
9481,全球,30
10855,装满,30
13475,大自然,30
15647,生日,30
15686,黄皮,30
22447,盐铁,30
18,咕咕,29
292,大哥,29
443,发展,29
474,50,29
687,评论,29
1056,怀疑,29
1150,回去,29
1222,真好,29
1353,再见,29
1711,伤害,29
1908,认为,29
1981,。。。。。。,29
1991,小兄弟,29
2065,???,29
2151,道理,29
2205,牢底,29
2358,背景,29
2473,米虫,29
2665,钓鱼,29
3166,学会,29
3386,不少,29
3574,工具,29
3885,硬核,29
3928,压力,29
4449,它们,29
5282,啪啪,29
6954,二氧,29
6955,二氧化,29
7472,四个,29
9015,自行车,29
9016,行车,29
10480,表面,29
12886,做出,29
18424,电钻,29
19476,运城,29
23802,细线,29
4,娃娃鱼,28
371,别的,28
731,截图,28
1335,不然,28
1438,对象,28
1594,舍友,28
1638,意义,28
1729,还要,28
1829,没见,28
1919,好意,28
1920,好意思,28
1996,胡说,28
2276,奥特,28
2514,疙瘩,28
2545,手动,28
2650,塑料,28
2870,莫名,28
2898,看一看,28
3044,废话,28
3139,骨头,28
3413,清楚,28
4157,水平,28
4238,任何,28
4357,来说,28
4568,基因,28
5268,看不懂,28
5327,体检,28
5342,大战,28
5382,中物,28
5544,昨天,28
5800,牙齿,28
5967,有意思,28
6156,接好,28
10804,牛顿,28
12499,心肺,28
13603,纪念,28
13666,极限,28
14265,面霜,28
17077,热度,28
21999,桫椤,28
682,纪录,27
773,禁止,27
933,藏量,27
2003,头上,27
2044,生殖,27
2121,做到,27
2658,不算,27
2969,寂寞,27
3091,继续,27
3278,投币,27
3283,111111,27
3566,护眼,27
3683,头皮发麻,27
3952,男友,27
4824,电影,27
5417,选修,27
5801,接触,27
8079,瓶子,27
8781,22222,27
8940,小点,27
9234,国内,27
9777,模型,27
11032,预言,27
12137,亚马逊,27
13604,纪念碑,27
14269,油皮,27
14307,凡士林,27
18667,火龙,27
18668,火龙果,27
19466,酒吧,27
70,比如,26
329,家人,26
442,不让,26
493,钻头,26
528,一句,26
641,一遍,26
657,从来,26
676,疯狂,26
1516,几次,26
1616,平均,26
1894,前列,26
1895,前列腺,26
2019,博士,26
2277,奥特曼,26
2278,特曼,26
2341,噩梦,26
2351,蝎子,26
2501,DNA,26
2738,哥斯拉,26
2768,千万,26
2847,不配,26
3085,有时候,26
3950,13,26
4046,滑稽,26
4121,玩笑,26
4201,百分,26
4252,没钱,26
4283,甚至,26
4569,不下,26
5884,工程,26
6125,护好,26
7372,一块,26
8091,水中毒,26
8150,活着,26
8216,眼镜,26
8401,初二,26
8902,保湿,26
9386,信息,26
10498,看不出,26
10732,过冷,26
11481,南方,26
12028,速冻,26
12505,毛毛,26
73,好不好,25
240,有点像,25
249,看起,25
362,现代,25
789,脸上,25
911,过敏,25
951,看下,25
962,一半,25
1038,第三,25
1142,嘴里,25
1611,1000,25
1770,大部,25
1771,大部分,25
1793,一小,25
2095,故意,25
2349,危险,25
2368,臭虫,25
2447,把手,25
2479,细菌,25
2513,鸡皮疙瘩,25
2519,吃饺子,25
2573,awsl,25
2823,似的,25
2837,考试,25
3007,标准,25
3402,法国,25
3739,灵魂,25
4191,心疼,25
4475,副作用,25
4589,温度,25
4613,后来,25
4917,毛病,25
4950,基础,25
5273,遇到,25
5331,绿波,25
5498,压强,25
5590,必要,25
5700,错误,25
5976,冠军,25
6863,冷水,25
7122,撑死,25
9607,训练,25
10243,恋爱,25
10502,三维空间,25
10621,一颗,25
11440,英语,25
12235,牛肉,25
12745,梦回,25
12759,氧化碳,25
12760,化碳,25
14067,万一,25
18938,好人,25
228,14,24
250,看起来,24
305,水里,24
435,配音,24
672,阴间,24
894,xswl,24
935,二十,24
1203,意识,24
1224,代表,24
1439,四次,24
1554,就要,24
1912,反思,24
1918,不好意思,24
2017,骗子,24
2043,症状,24
2231,可怜,24
2237,蝴蝶,24
2315,不见,24
2436,昆虫,24
2586,博物,24
2695,唯一,24
2744,见到,24
2977,半个,24
3070,不应,24
3671,脑壳,24
4092,lsp,24
4174,很棒,24
4192,坚强,24
4209,出生,24
4987,罢了,24
5207,维生,24
5214,环境,24
6034,理科生,24
6385,上海,24
7431,密集,24
8175,3D,24
9235,垄断,24
17072,CT,24
17083,当真,24
18872,甲沟炎,24
84,好玩,23
87,去过,23
258,过年,23
683,纪录片,23
728,处刑,23
746,关键,23
779,25,23
825,牛皮,23
842,患者,23
848,bushi,23
992,字幕,23
998,NB,23
1063,出血,23
1214,一期,23
1294,算是,23
1315,手指,23
1377,脑袋,23
1429,诚实,23
1532,结婚,23
2026,？？？？？？？？？？？？,23
2080,麻烦,23
2132,扯淡,23
2322,利奥,23
2786,家长,23
2789,得有,23
3871,想象,23
4253,痛苦,23
4507,肉蛋,23
5131,新年,23
5132,新年快乐,23
5477,反复,23
5916,相当,23
6370,黑色,23
6568,无限,23
6681,消毒,23
6766,三角,23
7140,产生,23
8077,氯化钠,23
8937,无语,23
9050,大米,23
9388,思维,23
9585,战地,23
11033,预言家,23
11132,人民,23
12276,萨斯,23
16837,生殖隔离,23
17147,春晚,23
19955,一败涂地,23
20923,加氯,23
22321,自爱,23
340,隔壁,22
467,人生,22
548,类似,22
821,鼻涕,22
839,66666,22
969,寄生,22
1005,很快,22
1276,十几,22
1281,干净,22
1409,消耗,22
1531,然而,22
1544,练习,22
1652,星期,22
1781,天下,22
1826,戒色,22
1844,眼泪,22
2033,专家,22
2062,有味,22
2200,合理,22
2282,百万,22
2461,hhhhh,22
2668,抓过,22
2699,区别,22
2748,恐惧症,22
2955,便宜,22
3093,要死,22
3112,不痛,22
3185,头痛,22
3190,完美,22
3313,绿色,22
3352,实在,22
3380,蓝色,22
3615,哎呀,22
3889,发抖,22
3901,再也,22
3998,数据,22
4089,成年,22
4419,，，,22
4840,暴力,22
5666,避孕药,22
7187,一点点,22
7879,致死,22
8209,物质,22
8329,科学家,22
8534,量子,22
10669,热乎,22
10938,材料,22
11201,受不了,22
12298,恭喜,22
16075,stable,22
19209,短袖,22
20375,鲁班,22
48,身边,21
376,不止,21
438,就算,21
632,一秒,21
671,节目,21
700,233333,21
823,半天,21
914,刚才,21
966,刚好,21
1003,猪叫,21
1052,一脸,21
1076,热水,21
1090,左边,21
1167,好笑,21
1185,无敌,21
1250,整个,21
1401,过度,21
1414,加油,21
1431,五次,21
1540,最大,21
1576,UP,21
1900,不适,21
1979,一眼,21
2118,生理,21
2407,树上,21
2435,这儿,21
2875,高三,21
3188,多多,21
3593,那位,21
3642,：？？？,21
3715,画面,21
3897,计划,21
3941,拉丁,21
4195,没关,21
4855,明天,21
5048,外面,21
5471,没学,21
5697,复杂,21
6996,之一,21
7148,超人,21
8439,定义,21
8771,1111111,21
8806,脸皮,21
9158,拉克,21
9374,全世界,21
10179,公开,21
11932,无穷,21
12758,二氧化碳,21
14323,自来水,21
17295,承认,21
18616,撒盐,21
348,老板,20
510,红红,20
531,营养,20
755,咱们,20
772,预警,20
874,瞎说,20
919,0,20
989,you,20
1042,早就,20
1104,47,20
1337,优秀,20
1415,不长,20
1565,岂不是,20
1566,等于,20
1600,转发,20
1607,尴尬,20
1949,小心,20
1952,一生,20
2293,长大,20
2359,背景音乐,20
2588,送走,20
2590,一群,20
2682,使用,20
2773,讨厌,20
2779,偶尔,20
2790,蜻蜓,20
2965,控制,20
3016,实践,20
3036,颈椎,20
3055,愿意,20
3249,左右,20
3713,菜花,20
3863,？？？？？？？？？？？,20
3958,男孩,20
3972,长度,20
4084,人均,20
4202,百分之,20
4697,………,20
4807,红细胞,20
4844,正片,20
4890,拿来,20
5038,主任,20
5481,疑惑,20
5540,摩擦,20
5936,好久,20
6106,日常,20
6114,更多,20
6218,物种,20
6430,老鼠,20
6497,外星,20
6599,蛋蛋,20
6676,一部,20
6742,毕竟,20
6795,一根,20
6982,斯特,20
7102,硫酸,20
7840,面上,20
7861,辣椒,20
8601,随时,20
9376,俄罗斯,20
10402,驱动,20
10416,密度,20
10990,均匀,20
12743,初中化学,20
12936,魔术,20
13200,不平,20
13573,平面,20
14955,蚊子,20
14980,海底,20
17565,传播,20
456,天敌,19
514,恍惚,19
781,鼻塞,19
930,看视,19
964,6666,19
1144,洋葱,19
1344,感到,19
1434,不动,19
1705,挨打,19
1998,八道,19
2016,本人,19
2046,系统,19
2188,属于,19
2281,原型,19
2330,你家,19
2639,大人,19
2653,韩国,19
2804,显微,19
2881,方式,19
2988,裤子,19
3168,帅哥,19
3191,混合,19
3415,阿姨,19
3472,2333,19
3666,太阳,19
3677,西瓜,19
3705,花菜,19
3748,放在,19
3979,太大,19
4042,证明,19
4082,人口,19
4120,开玩笑,19
4166,而是,19
4178,哥们,19
4196,没关系,19
4249,更好,19
4274,时代,19
4307,造成,19
4417,曾经,19
4432,得到,19
4469,概念,19
4656,啧啧,19
4700,水果,19
4755,癌细胞,19
4758,事务,19
4759,事务所,19
4921,破坏,19
4959,周知,19
5058,dog,19
5225,太细,19
5419,报道,19
5621,发明,19
5695,常识,19
5844,喝水,19
5940,胞胎,19
6184,愤怒,19
6372,全都,19
6751,担心,19
7063,变异,19
7876,一名,19
8080,杆菌,19
8114,毒素,19
8181,百草,19
8291,食盐,19
8542,回忆,19
8941,小点声,19
9042,计算,19
9184,飞机,19
10242,谈恋爱,19
10425,刷牙,19
10429,水面,19
10911,滑动,19
11156,人工,19
11662,neng,19
11703,西人,19
12093,水饺,19
13060,热血,19
13575,淘宝,19
13580,维生物,19
18436,树脂,19
24032,艾滋病,19
41,叫声,18
202,两面,18
245,国外,18
265,大利,18
275,不明,18
384,没办,18
511,红红火火,18
512,红火,18
513,恍恍惚惚,18
520,夏天,18
649,正好,18
898,连续,18
961,大佬,18
1169,西医,18
1196,技巧,18
1219,决定,18
1267,大陆,18
1313,再来,18
1324,老实,18
1338,毕业,18
1421,好处,18
1776,最多,18
1875,有种,18
1878,喝酒,18
1980,看出,18
1997,胡说八道,18
2068,?????,18
2159,black,18
2184,机器,18
2238,少年,18
2272,屁股,18
2294,空座,18
2295,确信,18
2298,爷爷,18
2380,从小,18
2389,表演,18
2540,要说,18
2623,舌头,18
2675,蚂蚁,18
2805,显微镜,18
3176,游泳,18
3330,一整,18
3398,人体,18
3444,简称,18
3637,拿出,18
3653,一把,18
3729,好听,18
4056,胖子,18
4078,对方,18
4184,不容,18
4519,上来,18
4632,猪肉,18
4764,瑟瑟,18
4838,疾病,18
4943,更新,18
5384,理学,18
5686,爱好,18
5719,英国,18
5747,粉丝,18
5938,双胞,18
5939,双胞胎,18
6444,工业,18
6666,咬一口,18
6828,停止,18
6924,忘记,18
7217,dio,18
7430,屏幕,18
8215,擦擦,18
8889,中学,18
8922,指甲,18
9755,距离,18
10761,论文,18
10899,玻璃,18
12274,德克,18
12275,德克萨斯,18
12564,杂志,18
14450,补水,18
14977,螳螂,18
17003,dua,18
18445,琵琶,18
23807,高一化学,18
23,吃到,17
261,棍子,17
415,僵尸,17
600,giao,17
603,一模一样,17
606,蛾子,17
634,hhhh,17
769,形状,17
775,网络,17
780,作为,17
828,膝盖,17
846,医学生,17
861,奇迹,17
867,各种,17
887,连了,17
895,哇塞,17
904,管用,17
941,剩下,17
963,记住,17
987,十年,17
1197,怎么回事,17
1204,消失,17
1225,进入,17
1326,实话,17
1372,相遇,17
1457,达到,17
1491,健身,17
1521,洗澡,17
1581,动手,17
1618,48,17
1733,时期,17
1755,突出,17
1764,浪费,17
1784,和尚,17
1787,功能,17
1850,长期,17
1911,事儿,17
1943,两天,17
2079,完事,17
2152,震怒,17
2236,冒犯,17
2374,每年,17
2553,总是,17
2561,常人,17
2564,犯法,17
2643,没毒,17
2753,拉出,17
2882,河南,17
3133,？（,17
3256,检查,17
3321,记忆,17
3434,海王,17
3572,地主,17
3670,入侵,17
3758,可可,17
3765,震荡,17
3768,开头,17
3813,成本,17
4081,我国,17
4165,反而,17
4353,得出,17
4457,拥有,17
4555,结构,17
4638,痛痛,17
4734,习惯,17
4757,设计,17
4762,泡泡,17
4814,龙眼,17
4912,相对,17
4958,众所周知,17
4964,菊花,17
5350,动画,17
5362,花园,17
5432,导电,17
5702,不来,17
6189,经典,17
6440,那边,17
6631,第四,17
6648,上课,17
6813,止血,17
7528,体系,17
7597,一包,17
7600,空调,17
8212,福林,17
8746,222222,17
8763,33333,17
9111,北斗,17
9829,外国,17
10150,质量,17
10497,牛奶,17
10676,傻子,17
10763,转动,17
13588,3d,17
14203,蟑螂,17
14999,纵队,17
15227,二声,17
16266,地图,17
17461,影像,17
18413,管治,17
18432,补过,17
19603,乳酸,17
23595,肉鸽,17
85,吓一跳,16
108,好事,16
119,央视,16
375,不仅,16
436,迷宫,16
552,机会,16
575,总结,16
692,泰拉,16
718,光速,16
877,堵住,16
1133,最近,16
1171,治好,16
1206,哪儿,16
1272,十八,16
1322,北方,16
1358,耳机,16
1456,动量,16
1493,23,16
1760,??,16
1860,心里,16
1969,叫做,16
2103,这他,16
2164,兴趣,16
2229,上次,16
2446,手上,16
2602,浑身,16
2737,强大,16
2900,听见,16
2935,用力,16
3022,一开,16
3030,提醒,16
3040,装备,16
3067,截肢,16
3680,头盖,16
3746,一一,16
3849,麦克,16
3874,半夜,16
3886,吃掉,16
3985,19,16
4090,！？,16
4110,也好,16
4119,不开,16
4160,战斗,16
4193,高考,16
4219,好心,16
4523,跑步,16
4636,金属,16
4672,考虑,16
4927,动力,16
4948,零下,16
4972,一辈,16
4989,玩具,16
4998,牡丹,16
5104,山上,16
5119,买买,16
5156,危害,16
5269,懂吗,16
5328,魔方,16
5337,整流,16
5338,滤波,16
5533,简直,16
5632,铅笔,16
5959,小朋友,16
6121,经验,16
6249,海贼,16
6289,分手,16
6544,一百,16
7012,狮子,16
7435,来得,16
7444,几乎,16
7446,浙江,16
7717,无毒,16
7823,好喝,16
7868,食物,16
8075,毒液,16
8105,杀死,16
8172,自杀,16
8747,2222222,16
9038,蒙古,16
9200,要用,16
