href,时长,名称,BV号,播放量,弹幕数,up主,up主id
https://www.bilibili.com/video/BV1jK4y1Q7iR,05:27,这家中国公司，曾经拯救了非洲,BV1jK4y1Q7iR,50.1万,654,财可夫斯基,274310388
https://www.bilibili.com/video/BV1Sh411271u,04:48,【新基金陷阱】防患未然！小心4月的下跌！,BV1Sh411271u,48.7万,148,好人新一,34215955
https://www.bilibili.com/video/BV1Tb4y1R7nz,07:20,过年前三天 我赚了1300万！,BV1Tb4y1R7nz,47.4万,536,xkk7,702104885
https://www.bilibili.com/video/BV1FT4y1N7CT,08:19,为什么这届年轻人不去KTV了？,BV1FT4y1N7CT,46.6万,1627,科技新智造,1121471623
https://www.bilibili.com/video/BV1Xp4y1n7ew,01:34,加拿大经济糟糕时商家的奇葩应对方法,BV1Xp4y1n7ew,45.9万,189,行走的大大大羊腿,1289012110
https://www.bilibili.com/video/BV1RK411M7gB,01:48,旧中国资本家剥削工人手段种种,BV1RK411M7gB,45.8万,491,怪木西西爱吃麻辣烫,88225156
https://www.bilibili.com/video/BV16v411W7xM,00:33,当税局来查账，你说的vs税局听到的,BV16v411W7xM,45.0万,9,会计说,669110163
https://www.bilibili.com/video/BV1gU4y1s7d2,08:47,人大教授：年轻人应该去哪座城市发展？不要认“死理”，学会分析才是正道（上）干货｜必看【聂辉华】,BV1gU4y1s7d2,44.9万,2072,聂辉华教授,2016841403
https://www.bilibili.com/video/BV1q541177nS,02:39,特斯拉道歉！低调的国家电网到底有多牛？你不知道的国之重器！,BV1q541177nS,43.8万,380,直男财经,522557713
https://www.bilibili.com/video/BV1ZV411i72o,00:20,现在的基金市场，你看的懂吗？,BV1ZV411i72o,43.0万,19,97年的白羊欣,637623364
https://www.bilibili.com/video/BV1GN411d7R7,05:07,买房子的十大误区，答应我一个都别错,BV1GN411d7R7,42.5万,672,鹤老师说经济,493805437
https://www.bilibili.com/video/BV1v541177fZ,06:55,紧急！张坤惨遭赎回209亿！诺安成长遭赎179亿！我们如何应对？95后千万基金实投Up主,BV1v541177fZ,41.0万,205,蛋黄哥-千万基金实投,1056045775
https://www.bilibili.com/video/BV1CU4y1W7c3,08:21,【新榜揭幕】2021年评选出 最强基金经理 Top10，大学生基金理财/巴菲特投资法，基金排名/基金入门/张坤 葛兰 刘彦春 蔡嵩松 朱少醒 杨浩 曲扬 谢治宇,BV1CU4y1W7c3,40.9万,3376,研究员雷牛牛,595658483
https://www.bilibili.com/video/BV1Fo4y1R79C,09:56,【财经预言】即使赶上了银行这趟车，避开了白酒，踩准了能源，注意变现,BV1Fo4y1R79C,40.9万,767,Frank龙少在希腊,32930226
https://www.bilibili.com/video/BV1qz4y1m7x2,09:24,房价暴涨！基金暴涨！这是暴富or陷阱的重大节点？,BV1qz4y1m7x2,40.4万,1767,任小酒说,691876929
https://www.bilibili.com/video/BV19K4y1E7P4,02:08,东北人口实在撑不住了,BV19K4y1E7P4,39.9万,2775,懂保爷和保姑姑,524210123
https://www.bilibili.com/video/BV1vK4y1n7Hx,02:15,三十岁之前大发横财怎么办？,BV1vK4y1n7Hx,38.3万,415,鹤老师说经济,493805437
https://www.bilibili.com/video/BV1jN411974a,08:53,【36氪】贾玲的喜剧江湖：左手张小斐，右手沈腾，乱拳打死老师傅？,BV1jN411974a,38.3万,2336,36氪,90183256
https://www.bilibili.com/video/BV1sA411p7Dh,03:52,【韩秀云】人民币突破6.5，持续升值意味着什么？,BV1sA411p7Dh,37.3万,690,韩秀云讲经济,673420980
https://www.bilibili.com/video/BV1d5411773y,03:01,马云被踢出领袖企业家名单，创业教父终于走下神坛,BV1d5411773y,37.1万,302,林新伟新思维,333858062
https://www.bilibili.com/video/BV1YK4y1S7uv,08:27,宁可零成交，也要控房价！货币“收水”，调控终于下重手,BV1YK4y1S7uv,35.8万,619,蓝白argentina,432597324
https://www.bilibili.com/video/BV1Jf4y1y7w2,02:00,【必看】我发现了，最适合买白酒的时间,BV1Jf4y1y7w2,35.5万,164,喜欢玩基金的关注我,170560057
https://www.bilibili.com/video/BV1uA411H7jA,09:43,【暗度陈仓】中欧投资协定、RCEP，让美国措手不及,BV1uA411H7jA,35.1万,2188,刺客政经,486257145
https://www.bilibili.com/video/BV1op4y1n7RY,03:37,食盐私有化真的有那么好吗？,BV1op4y1n7RY,34.9万,946,赛雷话金,151482404
https://www.bilibili.com/video/BV1sv411e7yb,03:35,指数基金定投了8年零8个月，收益颇丰！无论财富增长或是心智成长，今天心存感激和你分享,BV1sv411e7yb,33.3万,328,刘叔爱存钱,618407096
https://www.bilibili.com/video/BV1Kf4y1k7pQ,06:56,中央罕见信号传出！菜价肉价涨价又一隐患,BV1Kf4y1k7pQ,32.7万,1357,大猫财经,519978853
https://www.bilibili.com/video/BV1Cz4y167Ny,00:15,【好家伙】：房地产没有泡沫，他们有很多困难,BV1Cz4y167Ny,32.4万,785,郁灵星,435419181
https://www.bilibili.com/video/BV1tV411i7Q1,03:44,忽悠25年，大家都以为是日本品牌，如今市值暴跌80亿,BV1tV411i7Q1,31.9万,373,林新伟新思维,333858062
https://www.bilibili.com/video/BV16z4y1S7m9,03:07,【氪大事】郑爽爆雷背后：藏在富人圈中的“代孕”公司,BV16z4y1S7m9,31.7万,420,36氪,90183256
https://www.bilibili.com/video/BV1Py4y1Y7ge,06:04,2020年新生儿数量锐减15%，居民负债碰天花板，深圳限二手房价及房贷，中国房地产有变【孤舟万里】,BV1Py4y1Y7ge,31.0万,2510,孤舟万里boat,1751480368
https://www.bilibili.com/video/BV16b4y1R77b,01:34,加拿大现在一升汽油几乎白给马上就可以免费加油了,BV16b4y1R77b,30.9万,130,行走的大大大羊腿,1289012110
https://www.bilibili.com/video/BV1dv411e7Yx,03:03,我妈妈银行存款90万，每月躺赚利息3093.7元，一番话让我陷入了沉思,BV1dv411e7Yx,30.8万,61,如烟看财经,565871909
https://www.bilibili.com/video/BV1JT4y1N7js,00:59,雷军强烈要求出任小米代言人，市场部同意试用一个月,BV1JT4y1N7js,30.7万,128,财联社CC新闻,473749310
https://www.bilibili.com/video/BV1uh411k7jY,08:52,【36氪】牛年开局基金跌妈不认？从股灾信号里看涨跌剧透,BV1uh411k7jY,30.7万,688,36氪,90183256
https://www.bilibili.com/video/BV1mA411u7nf,06:16,都发钱基本等于不发钱？2020年新出生人口数量呈断崖下跌，老龄化及深远影响【孤舟万里】,BV1mA411u7nf,30.5万,1937,孤舟万里boat,1751480368
https://www.bilibili.com/video/BV1e541177ZL,02:30,去华为打工，可能远胜任何理财投资,BV1e541177ZL,28.9万,96,财才说,300223719
https://www.bilibili.com/video/BV1H54y1W7Uf,02:09,【氪大事】乐视澄清：实际欠了153亿？好家伙还挺谦虚的,BV1H54y1W7Uf,28.8万,220,36氪,90183256
https://www.bilibili.com/video/BV1xK4y1n7RE,07:51,【36氪】被催婚的年轻人，警惕幼稚爱情观毁掉自己！,BV1xK4y1n7RE,28.7万,2671,36氪,90183256
https://www.bilibili.com/video/BV13f4y1r7Ft,03:12,英国想借护照问题狠宰一笔，谁知中国将计就计，反过来废其武功,BV13f4y1r7Ft,28.5万,220,林新伟新思维,333858062
https://www.bilibili.com/video/BV1EK4y1W7Kw,00:52,马云：以后每周工作3天就行了,BV1EK4y1W7Kw,28.5万,781,道家宗师黑格尔,7031818
https://www.bilibili.com/video/BV1iU4y1x7M7,00:21,博泰汽车联手上汽通用五菱，共同举报腾讯违反《反垄断法》,BV1iU4y1x7M7,28.1万,643,财联社CC新闻,473749310
https://www.bilibili.com/video/BV1qU4y147xd,02:37,三十年的房贷利息比本金还多，这是怎么回事？,BV1qU4y147xd,27.6万,244,鹤老师说经济,493805437
https://www.bilibili.com/video/BV1ob4y1R7uW,08:22,【36氪】你的“铁饭碗”，考公机构们的“聚宝盆”,BV1ob4y1R7uW,27.3万,1366,36氪,90183256
https://www.bilibili.com/video/BV1zX4y1K7UZ,00:49,男子买特斯拉股票身价千万宣布退休,BV1zX4y1K7UZ,27.3万,52,每日经济新闻官方,267778743
https://www.bilibili.com/video/BV1VA411H7Ke,06:30,人为什么要努力，越早知道越好的人生经验,BV1VA411H7Ke,27.0万,272,巴比特财经,689962773
https://www.bilibili.com/video/BV1w54y147E3,04:20,牛B！刘强东说共产主义就在我们这一代实现，这是真的假的？,BV1w54y147E3,27.0万,1954,战略企划枪手说市场,568234520
https://www.bilibili.com/video/BV1754y1Y7Gu,03:29,2021年要不要买房，年轻人首选中国硅谷,BV1754y1Y7Gu,26.8万,961,金岩石RockJin,1454271217
