,词语,次数
171,算是,20
172,合理,23
173,水平,40
174,先见,2
175,见上帝,2
176,上帝,7
177,走,115
178,吗,1160
179,滚滚,4
180,现在,580
181,大多,30
182,大多数,21
183,多数,27
184,含金,2
185,含金量,2
186,金量,3
187,不如,82
188,国内,77
189,内经,1
190,经过,8
191,高考,13
192,研究,53
193,研究生,9
194,考试,15
195,大学,99
196,大学生,13
197,学生,67
198,太,465
199,低,154
200,英联邦,2
201,联邦,2
202,学历,24
203,普遍,10
204,水,49
205,清楚,33
206,太水,4
207,硕士,3
208,能,602
209,学,55
210,？？,116
211,没签,2
212,签过,1
213,废纸,5
214,有钱,181
215,骗局,38
216, ,4914
217,跟,236
218,比,328
219,算计,2
220,算了,41
221,几千,21
222,几千年,7
223,千年,16
224,nb,31
225,留在,10
226,很,545
227,难,73
228,哪,166
229,一份,8
230,报告,6
231,出处,1
232,二,33
233,选,57
234,一,283
235,吧,919
236,其,46
237,糟粕,1
238,祖国,21
239,终于,30
240,开心,50
241,自豪,5
242,桌子,15
243,留不住,6
244,不住,47
245,带头,8
246,明星,49
247,也,1294
248,转,17
249,外国,51
250,国籍,9
251,然后,122
252,照样,11
253,来,407
254,捞钱,2
255,日不落,4
256,不落,5
257,帝国,10
258,只要,80
259,国学,6
260,学位,5
261,立马,10
262,搞定,3
263,所以,238
264,还是,463
265,建议,70
266,卖掉,16
267,房产,65
268,退出,9
269,中国籍,1
270,再,206
271,老老,6
272,老老实实,4
273,老实,10
274,实实,6
275,不要,270
276,做,357
277,双面,6
278,面人,1
279,～,50
280,中国大学,1
281,国大,13
282,教育,66
283,质量,31
284,点,299
285,赞,138
286,嘤,7
287,工具,12
288,用,273
289,完,102
290,扔,6
291,而已,61
292,bno,2
293,相当,28
294,相当于,21
295,当于,22
296,第二,30
297,它,68
298,存在,47
299,会用,7
300,用来,28
301,搞笑,45
302,不是,944
303,根本,77
304,进不来,1
305,不来,15
306,好事,75
307,呀,231
308,太好了,104
309,人均,104
310,差,61
311,很远,1
312,敢,70
313,喷,18
314,国小,1
315,小心,21
316,女王,1
317,派遣,5
318,舰队,1
319,打,161
320,。。。,240
321,没,724
322,讲明,1
323,明白,59
324,将,22
325,在,1054
326,接,12
327,化,47
328,发,136
329,接招,1
330,把,292
331,手,36
332,打断,3
333,签证,1
334,真不,55
335,不要脸,32
336,要脸,34
337,除了,49
338,贵,246
339,别的,38
340,那里,13
341,天堂,5
342,众所周知,8
343,周知,8
344,摩纳哥,1
345,第一,120
346,强国,22
347,因为,361
348,他,360
349,GDP,1
350,最高,31
351,就是,970
352,懂,214
353,怎么,521
354,将军,2
355,不存,30
356,双重,4
357,双重国籍,3
358,(ಥ,1
359,_,35
360,ಥ),2
361,炮舰,1
362,开过,3
363,过来,38
364,瞅,3
365,滚去,1
366,找,78
367,爸爸,11
368,本来,65
369,扯,39
370,留,20
371,住,141
372,逼,234
373,偶像,6
374,比人,6
375,创造,29
376,价值,120
377,拉,49
378,是不是,74
379,可惜,22
380,正好,12
381,沙里,1
382,沙里淘金,1
383,淘金,1
384,没想到,14
385,想到,38
386,这个,619
387,真是,81
388,措手,1
389,措手不及,1
390,不及,18
391,小,195
392,留学生,9
393,小学,31
394,开始,156
395,到时候,8
396,军舰,1
397,开到,2
398,不列颠,1
399,无需,4
400,外交,2
401,镀金,1
402,学习,49
403,思想,23
404,科技,96
405,文化,25
406,不能,239
407,算,116
408,亏,97
409,张,76
410,牌,20
411,没用,57
412,牌桌,1
413,老,173
414,狗,132
415,真,250
416,没出,9
417,没出息,1
418,出息,3
419,3500,5
420,亿,111
421,动心,1
422,大中,4
423,万亿,20
424,城市,261
425,十几,36
426,十几个,5
427,几个,104
428,要钱,17
429,呗,113
430,加,81
431,技术,62
432,技术科,1
433,术科,1
434,贡献,18
435,难进,1
436,给,493
437,理由,6
438,问题,283
439,题解,1
440,解决,56
441,毛病,29
442,衰落,2
443,有错,3
444,玩,162
445,脱,6
446,没有,724
447,简单,47
448,更直,2
449,不但,2
450,大量,16
451,囤积,3
452,每,21
453,一个,569
454,个人,139
455,9,50
456,次,26
457,疫苗,17
458,欢迎,18
459,年轻,121
460,人才,43
461,觉得,244
462,占领,4
463,提纯,3
464,妙,75
465,天,93
466,国际,11
467,电视,21
468,电视台,1
469,播放,5
470,牌照,1
471,吊销,1
472,哪里,78
473,听说,17
474,200,29
475,多亿,4
476,亿英镑,1
477,英镑,1
478,每个,29
479,成年,6
480,成年人,3
481,应该,180
482,政治,53
483,态度,6
484,一直,126
485,居民,7
486,二代,8
487,消费,95
488,弹幕,162
489,护,10
490,体,12
491,棋盘,2
492,摆好,1
493,腚,4
494,欢送,1
495,华夏,4
496,万万,2
497,万万岁,1
498,万岁,29
499,糊涂,5
500,侮辱,7
501,侮辱性,6
502,极,19
503,不同,31
504,同意,37
505,国是,21
506,五常,1
507,之,83
508,耻,2
509,有点,138
510,乐观,9
511,日落,3
512,反,28
513,杀,50
514,拿,135
515,傻,66
516,翻,33
517,10,146
518,倍,36
519,卧槽,116
520,棒棒,9
521,哒,15
522,喜欢,202
523,兔子,8
524,耍流氓,8
525,流氓,18
526,快,151
527,部分,96
528,骂,125
529,生就,17
530,离谱,71
531,又,330
532,谢谢,101
533,100,75
534,慢走,1
535,送,32
536,阴,6
537,随,4
538,(*￣,1
539,m,7
540,￣),2
541,肯定,91
542,寒酸,1
543,多难,5
544,加入,12
545,抢劫,9
546,思维,11
547,英国人,4
548,国公,2
549,公民,3
550,护照,4
551,简直,15
552,可笑,21
553,一言,5
554,一言为定,1
555,双喜,1
556,双喜临门,1
557,喜临门,1
558,临门,1
559,嘉,4
560,诚,7
561,生气,5
562,离开,8
563,开直,1
564,直播,8
565,直播间,2
566,占,29
567,多少,179
568,只是,106
569,好奇,6
570,不用,109
571,打直,1
572,b,42
573,站,67
574,好几,41
575,好几个,10
576,留英,1
577,看着,35
578,头疼,4
579,霸气,3
580,！！！,146
581,那些,78
582,些小,3
583,小崽子,1
584,崽子,4
585,第二次,2
586,二次,5
587,接回,2
588,接回来,1
589,回来,46
590,300,33
591,年,401
592,der,3
593,看到,89
594,无情,3
595,”，,3
596,放心,23
597,眼瞎,1
598,更好,30
599,昔日,2
600,这种,197
601,靠,111
602,发财,17
603,国家,305
604,完蛋,15
605,从长远看,1
606,长远,6
607,看,516
608,全世界,64
609,招人,10
610,待见,3
611,啥,350
612,梦,13
613,想得美,1
614,狠,14
615,总量,4
616,惨,558
617,不会,396
618,亲妈,1
619,亲,13
620,爸,29
621,弹丸,2
622,弹丸之地,2
623,怎,5
624,与,51
625,日月,2
626,日月争辉,1
627,争辉,1
628,成语,2
629,达人,3
630,整,22
631,挺,152
632,风水,7
633,水轮,1
634,轮流,5
635,轮流转,1
636,流转,2
637,侵略,4
638,今天,72
639,帅哥,2
640,想出,5
641,朝,5
642,呼,3
643,过去,18
644,千万,63
645,千万别,18
646,！！,90
647,巴,5
648,不得,70
649,还以,28
650,以为,126
651,是从,18
652,从前,3
653,嘛,132
654,谁,327
655,鸟,6
656,公,98
657,知,36
658,天天,55
659,吹嘘,2
660,国教,2
661,收,44
662,西方,14
663,没错,65
664,可能,252
665,生活,67
666,两边,3
667,明显,27
668,更,210
669,易见,1
670,会,476
671,日,28
672,早,70
673,落,7
674,一块,45
675,一块钱,25
676,块钱,96
677,说得好,33
678,外心,1
679,滚蛋,6
680,←,7
681,错,59
682,一巴掌,4
683,巴掌,4
684,扇,1
685,脸上,5
686,毕竟,32
687,那么,243
688,下棋,1
689,房子,376
690,大英,2
691,多半,3
692,内鬼,3
693,简介,2
694,说谎,2
695,好意,29
696,好意思,29
697,意思,133
698,敌国,1
699,资产,76
700,产流,1
701,流出,11
702,平均,39
703,平均值,2
704,均值,2
705,确实,246
706,高,330
707,不过,102
708,涨,341
709,退,51
710,数字,16
711,没准,3
712,哥,113
713,两块,21
714,两块钱,10
715,左右,32
716,锤子,28
717,最烦,3
718,菜鸟,10
719,驿站,68
720,倒闭,19
721,不大,24
722,大师,18
723,师兄,11
724,么,252
725,500,31
726,快递,66
727,一分,19
728,一分钟,8
729,分钟,53
730,一件,9
731,购物,10
732,物体,2
733,体验,4
734,老年,20
735,老年人,15
736,寄,46
737,13,13
738,以上,33
739,放,76
740,黑,60
741,一生,32
742,加钱,3
743,顺,12
744,丰,6
745,刚才,9
746,件,54
747,被,307
748,坑,51
749,20,143
750,方便,13
751,做梦,29
752,小哥,8
753,就算,50
754,保安,3
755,安室,1
756,卖,239
757,店,27
758,带给,3
759,十个,13
760,不错,136
761,单,20
762,星巴克,8
763,巴克,9
764,麦当劳,10
765,KFC,3
766,乱,18
767,分析,35
768,少,252
769,稳,33
770,小区,21
771,房租,13
772,几万,20
773,老家,66
774,手机,20
775,机尾,1
776,尾号,1
777,排序,1
778,肯德,28
779,肯德基,28
780,店主,1
781,员工,37
782,而,74
783,加盟,11
784,譬如,1
785,士,3
786,隔,6
787,分开,2
788,杂,1
789,这里,77
790,块,100
791,旁,11
792,挣钱,32
793,12,60
794,快递费,2
795,淦,39
796,6000,10
797,不多,84
798,区里,3
799,自家,8
800,好像,116
801,爱情,9
802,公寓,13
803,里,121
804,hhh,13
805,就学,2
806,学校,88
807,计件,2
808,没事,32
809,开水,3
810,水果,11
811,水果店,1
812,女生,8
813,取,15
814,买,1063
815,上班,46
816,够,61
817,垄断,129
818,累,34
819,阴间,9
820,配乐,8
821,主要,127
822,要是,124
823,发件,1
824,大部,52
825,大部分,52
826,三通,1
827,达,18
828,分部,1
829,业务,15
830,业务员,11
831,门面,4
832,兄弟,72
833,问问,4
834,棋牌,2
835,棋牌室,2
836,容,2
837,生意,32
838,校门,4
839,校门口,4
840,门口,12
841,好赚,5
842,蹲,5
843,店里,4
844,年轻人,95
845,基本,105
846,受不了,12
847,不了,120
848,高端,24
849,垃圾,51
850,货架,6
851,1w,5
852,县城,29
853,一般,62
854,不到,111
855,换人,3
856,实际,34
857,实际上,13
858,非常,60
859,辛苦,43
860,量,21
861,真实,81
862,寒暑,3
863,寒暑假,3
864,暑假,5
865,广,30
866,工,32
867,立,10
868,上,218
869,热,11
870,搜,6
871,chill,1
872,下载,10
873,？！！,2
874,别,316
875,害,15
876,大叔,4
877,码,8
878,肯,2
879,说实话,18
880,实话,37
881,老城,3
882,老城区,3
883,城区,5
884,巢,1
885,只用,3
886,负担,8
887,老板,44
888,跟着,20
889,放假,5
890,接收,1
891,起步,12
892,大小,5
893,小成,2
894,成本,70
895,差距,10
896,很大,30
897,要不是,5
898,是因为,82
899,淘宝,12
900,平台,9
901,真的,506
902,不想,89
903,想用,2
904,阿里,34
905,产品,44
906,讨厌,19
907,开在,11
908,而且,51
909,一家,41
910,收件,8
911,地方,85
912,方能,4
913,能到,5
914,差不多,64
915,里面,44
916,转让,2
917,三折,2
918,当,84
919,有钱人,52
920,不在,30
921,不在乎,8
922,在乎,13
923,魔,10
924,性,11
925,笑声,2
926,进,40
927,这行,1
928,深,40
929,千,43
930,意味,27
931,意味着,26
932,每天,35
933,提,28
934,70,36
935,成,75
936,700,5
937,不大可能,1
938,最多,31
939,4k,2
940,社区,16
941,团购,14
942,才,370
943,柜,2
944,恶心,48
945,一家人,10
946,家人,18
947,人工,30
948,车库,2
949,逗我,5
950,临时,4
951,临时工,1
952,一周,16
953,几百,26
954,玩笑,12
955,一百,37
956,票,9
957,？？？,223
958,up,203
959,主,124
960,笑容,2
961,cao,1
962,ni,1
963,ao,1
964,网,32
965,购,10
966,超级,43
967,竞争,46
968,妈妈,12
969,韵,3
970,超市,11
971,兔,6
972,喜,27
973,死,274
974,激烈,2
975,一百个,4
976,百个,6
977,忍,8
978,半天,11
979,到底,33
980,古天乐,1
981,天乐,1
982,为啥,41
983,赚到,12
984,全年,3
985,无休,2
986,天工,4
987,工作,140
988,小时,118
989,后用,2
990,攒,7
991,下,84
992,一点,97
993,病房,1
994,或者,32
995,或者说,3
996,一千,26
997,只,183
998,两千,16
999,两千多,2
1000,千多,16
1001,但是,209
1002,栓,1
1003,白日,3
1004,白日梦,1
1005,方法,11
1006,别人,129
1007,告诉,40
1008,亲人,1
1009,天一,11
1010,罚款,13
1011,白干,3
1012,没了,64
1013,个体,4
1014,个体户,1
1015,抗衡,3
1016,不止,27
1017,自从,4
1018,全,121
1019,她,84
1020,妈,87
1021,送货,2
1022,送货上门,1
1023,上门,5
1024,有人,132
1025,多多,44
1026,买菜,23
1027,斗,7
1028,爱,169
1029,打工,42
1030,工人,55
1031,大家,158
1032,发现,45
1033,扯蛋,5
1034,基加,2
1035,串串,1
1036,直营,3
1037,区直,1
1038,接送,2
1039,送到,4
1040,家,58
1041,压根,3
1042,最后,71
1043,公里,5
1044,事,96
1045,累死,5
1046,扯皮,1
1047,我家,116
1048,大头,5
1049,无法,16
1050,想象,13
1051,月薪,13
1052,款,6
1053,瘟疫,4
1054,公司,198
1055,地段,21
1056,头发,15
1057,你们,142
1058,本质,55
1059,下次,26
1060,人家,153
1061,滑稽,10
1062,项,2
1063,说完,7
1064,扣钱,2
1065,附近,17
1066,wco,1
1067,成都,18
1068,3,256
1069,4,80
1070,毛,51
1071,风险,50
1072,果真,4
1073,新鲜,14
1074,2000,49
1075,扯淡,71
1076,一线,61
1077,想要,24
1078,兰,19
1079,子,21
1080,假期,3
1081,接受,25
1082,放屁,109
1083,上海,78
1084,黑龙江,3
1085,龙江,3
1086,软件,8
1087,58,3
1088,元,95
1089,资本,176
1090,资本家,79
1091,本家,81
1092,恶意,6
1093,退货,2
1094,太多,79
1095,周边,6
1096,家里,39
1097,淘,4
1098,二手,19
1099,便宜,190
1100,位置,18
1101,不好,230
1102,铁,14
1103,搞,117
1104,手艺,5
1105,有假,1
1106,360,4
1107,不休,2
1108,休息,15
1109,出去,53
1110,出去玩,5
1111,情商,13
1112,数据,54
1113,整合,3
1114,优势,17
1115,利用,7
1116,理想,19
1117,状态,3
1118,中国邮政,2
1119,邮政,4
1120,yyds,58
1121,贴,11
1122,招聘,4
1123,三千,14
1124,广州,33
1125,长沙,14
1126,群,30
1127,租,9
1128,不值,26
1129,最起码,3
1130,起码,20
1131,一半,50
1132,猜,16
1133,看成,10
1134,快乐,28
1135,多少钱,27
1136,保证,12
1137,保证金,2
1138,金和,2
1139,管理,14
1140,管理费,3
1141,商家,4
1142,邮,3
1143,7,49
1144,15,87
1145,翻倍,14
1146,最爽,1
1147,4000,9
1148,招,17
1149,村,8
1150,一万,40
1151,一万多,5
1152,万多,14
1153,原来,77
1154,加盟费,5
1155,价格,121
1156,眼光,10
1157,想开,9
1158,能开,3
1159,有关,21
1160,关系,102
1161,十八,15
1162,八线,11
1163,至今,4
1164,送上门,1
1165,要强,1
1166,人流,2
1167,人流量,2
1168,流量,20
1169,收入,64
1170,很傻,1
1171,美,68
1172,收费,9
1173,那边,7
1174,诶,12
1175,嘿嘿,27
1176,几百件,2
1177,百件,2
1178,笑,209
1179,不语,6
1180,重庆,33
1181,3000,31
1182,香,179
1183,极了,12
1184,告,6
1185,视频,194
1186,毫无,16
1187,参考,22
1188,参考价,10
1189,参考价值,3
1190,10000,2
1191,要以,3
1192,马,155
1193,云,86
1194,管,36
1195,市里,6
1196,哦,102
1197,到位,16
1198,高中,25
1199,小卖部,2
1200,租金,7
1201,50w,12
1202,十块,24
1203,起,112
1204,均价,9
1205,线下,5
1206,挑,6
1207,裹,2
1208,秤,2
1209,两,22
1210,完全,51
1211,吃,410
1212,补,56
1213,身体,20
1214,芜湖,16
1215,血亏,9
1216,时间,156
1217,黄,14
1218,渤,3
1219,你好,30
1220,贵重,1
1221,东西,126
1222,西人,6
1223,顺风,1
1224,学学,8
1225,网点,1
1226,承包,3
1227,承包费,1
1228,日常,7
1229,断行,3
1230,行为,15
1231,罢了,40
1232,待,4
1233,五,30
1234,险,53
1235,金,29
1236,社保,27
1237,保全,3
1238,齐,2
1239,假酒,1
1240,喝,59
1241,的话,55
1242,牛,333
1243,最好,55
1244,请,77
1245,难赚,1
1246,果然,14
1247,两三,17
1248,三块,11
1249,价,13
1250,其他,75
1251,高点,16
1252,雇佣,3
1253,佣工,1
1254,工资,142
1255,一定,101
1256,其实,127
1257,很少,16
1258,隔壁,8
1259,感觉,175
1260,多件,3
1261,算学,1
1262,。。。。,52
1263,不可,154
1264,百万,51
1265,万起,4
1266,大件,2
1267,上百,7
1268,守,3
1269,不爽,3
1270,…………,7
1271,前些,2
1272,前些年,2
1273,谢,18
1274,白日做梦,2
1275,手动,5
1276,罗,11
1277,森,4
1278,佛,11
1279,三千块,2
1280,千块,5
1281,一个月,64
1282,撑死,3
1283,多一点,3
1284,只能,85
1285,业余,3
1286,命,20
1287,表示,75
1288,散件,1
1289,价钱,9
1290,几倍,14
1291,着,194
1292,阿婆,13
1293,面熟,1
1294,员,12
1295,开城,1
1296,城中,7
1297,城中村,7
1298,中村,7
1299,村里,14
1300,屁,92
1301,大学城,3
1302,本日,1
1303,入,113
1304,农村,65
1305,bgm,56
1306,横,3
1307,屏,18
1308,太次,1
1309,老人,18
1310,放得,1
1311,得下,5
1312,下菜,1
1313,地儿,3
1314,假设,4
1315,其他人,5
1316,他人,9
1317,人眼,1
1318,眼红,2
1319,抢,44
1320,可比,158
1321,疯狂,24
1322,此处,2
1323,BGM,60
1324,dance,1
1325,monkey,1
1326,这边,36
1327,果,10
1328,从来,47
1329,忙,14
1330,半夜,16
1331,决定,30
1332,战斗,7
1333,战斗力,2
1334,p,22
1335,没见,18
1336,以下,16
1337,西安,39
1338,只有,114
1339,三毛,6
1340,咸阳,6
1341,四毛,5
1342,哎,54
1343,拼,41
1344,14,31
1345,鸡蛋,4
1346,乒乓,1
1347,乒乓球,1
1348,杰克,4
1349,可,139
1350,吸血,13
1351,吸血鬼,5
1352,66666,14
1353,喵,19
1354,投诉,6
1355,投诉率,1
1356,六,6
1357,八块,4
1358,伊,1
1359,有加,25
1360,巴不得,6
1361,奶茶,85
1362,关键,48
1363,建,22
1364,地,56
1365,账,6
1366,杠,26
1367,分,55
1368,除非,21
1369,不一,90
1370,不准,5
1371,准确,6
1372,最少,6
1373,入殓,1
1374,师,5
1375,两万,29
1376,两万左右,1
1377,万左右,5
1378,那种,23
1379,镇,3
1380,太少,29
1381,吓人,9
1382,排队,6
1383,排,28
1384,半小时,1
1385,秃头,2
1386,头像,3
1387,辅导,3
1388,辅导员,2
1389,至少,24
1390,少有,6
1391,一次,100
1392,帮别人,1
1393,几十,33
1394,几十块,2
1395,巨,15
1396,写,43
1397,号子,1
1398,纸箱,1
1399,比较,83
1400,好找,1
1401,可是,75
1402,恐怖,18
1403,越,119
1404,越累,2
1405,挣得,7
1406,捞,8
1407,小生,1
1408,小生意,1
1409,一年到头,2
1410,到头,6
1411,好些,3
1412,二十,52
1413,二十万,4
1414,十万,52
1415,如上,1
1416,批,34
1417,行,87
1418,服气,3
1419,省,22
1420,1000,49
1421,定要,35
1422,1,1085
1423,听,140
1424,口音,12
1425,浙商,1
1426,程序,18
1427,最,149
1428,棒,23
1429,无底,3
1430,无底洞,2
1431,入住,2
1432,入住率,1
1433,等,126
1434,四通,1
1435,跑,92
1436,片,9
1437,七八,6
1438,七八个,1
1439,八个,5
1440,活,104
1441,闲着,5
1442,一桌,1
1443,麻将,3
1444,四个,18
1445,够用,10
1446,省内,2
1447,8,78
1448,省外,1
1449,五块,7
1450,不算,35
1451,铁皮,2
1452,铁皮柜,2
1453,陪,12
1454,说话,73
1455,聊天,5
1456,非也,1
1457,按照,9
1458,照派,1
1459,费,15
1460,八毛,2
1461,袋子,5
1462,装,19
1463,老子,16
1464,七,4
1465,胡扯,14
1466,再多,10
1467,缺,21
1468,双十,5
1469,十一,10
1470,月,92
1471,一万多个,1
1472,万多个,1
1473,多个,5
1474,平时,5
1475,八千,5
1476,千个,1
1477,一切,28
1478,一切都是,3
1479,疫情,65
1480,必须,77
1481,利润,22
1482,五个,8
1483,两个,58
1484,兜,1
1485,三个,21
1486,厉害,133
1487,不得不,12
1488,好多,66
1489,B,46
1490,厂,8
1491,小店,1
1492,一双,1
1493,十二,5
1494,翻好,2
1495,好几倍,4
1496,批量,2
1497,熊猫,4
1498,一封,1
1499,一封信,1
1500,封信,1
1501,花,80
1502,朋友,68
1503,网店,1
1504,合作,9
1505,货,24
1506,偏远,4
1507,偏远地区,3
1508,地区,25
1509,除外,16
1510,门,24
1511,签收,1
1512,咱,27
1513,最低,13
1514,一二,7
1515,一二十,1
1516,纸,9
1517,皮,10
1518,活分,1
1519,分给,7
1520,消费者,12
1521,自助,1
1522,偏,8
1523,完美,8
1524,美的,12
1525,校方,1
1526,担责任,1
1527,责任,20
1528,经常,48
1529,封,7
1530,校,4
1531,并且,10
1532,物价,47
1533,民办,2
1534,民办大学,1
1535,做不来,1
1536,遇上,3
1537,手脚,1
1538,干净,3
1539,毕业,32
1540,毕业生,5
1541,业生,8
1542,行李,1
1543,贼,31
1544,孤儿,2
1545,坐,10
1546,地理,9
1547,地理位置,2
1548,信誉,1
1549,五六,9
1550,五六个,2
1551,六个,5
1552,收拾,3
1553,定会,10
1554,没关,22
1555,没关系,20
1556,现实,21
1557,肉眼,3
1558,可见,5
1559,看重,1
1560,重量,1
1561,起价,1
1562,选址,2
1563,哔,21
1564,哩,6
1565,变,75
1566,抖,25
1567,音,31
1568,好几年,10
1569,几年,65
1570,fp,3
1571,忙不过来,1
1572,别急,2
1573,看下,4
1574,下去,37
1575,普通,85
1576,单子,2
1577,一个天,1
1578,烧高香,2
1579,名,24
1580,创优,4
1581,品,23
1582,罚,18
1583,杭州,17
1584,不在意,1
1585,在意,6
1586,只在乎,1
1587,金钱,14
1588,力量,106
1589,挣个,3
1590,换,57
1591,三手,1
1592,旁边,16
1593,还好,52
1594,上次,13
1595,保姆,1
1596,嘘,1
1597,几乎,12
1598,人尽皆知,1
1599,皆知,1
1600,在家,25
1601,两万人,1
1602,剩下,15
1603,2k,1
1604,橙,3
1605,优选,7
1606,交,65
1607,大点,3
1608,无所,28
1609,无所事事,1
1610,事事,1
1611,大妈,15
1612,单位,17
1613,飞起,9
1614,之路,3
1615,不自,3
1616,做饭,3
1617,周围,6
1618,俩,12
1619,亲戚,10
1620,1500,5
1621,六千,4
1622,破,32
1623,头,17
1624,专业,32
1625,想来,2
1626,能来,3
1627,不至于,22
1628,至于,25
1629,看人脸色,1
1630,人脸,1
1631,脸色,1
1632,打工仔,1
1633,发病,4
1634,三四,19
1635,四线,24
1636,行业,65
1637,没钱,117
1638,家庭,19
1639,家庭经营,1
1640,经营,16
1641,了了,14
1642,一堆,21
1643,xpc,1
1644,三,116
1645,四万,4
1646,门面房,2
1647,突发,1
1648,恶疾,1
1649,江浙,3
1650,乡镇,3
1651,做到,14
1652,这样,206
1653,两次,11
1654,衣服,6
1655,每次,18
1656,80,63
1657,起诉,5
1658,三线,33
1659,员工工资,2
1660,工工资,2
1661,千左右,1
1662,一批,21
1663,夺,9
1664,笋,10
1665,呐,19
1666,真正,31
1667,费用,12
1668,不愁,4
1669,倒赔,1
1670,亲身,2
1671,实验,7
1672,但,159
1673,傻子,39
1674,普通人,35
1675,通人,35
1676,机会,37
1677,吃得下,1
1678,肥肉,10
1679,有如,2
1680,如果,99
1681,屁股,11
1682,6k,1
1683,房价,247
1684,茅台,59
1685,利好,21
1686,做起,2
1687,hhhhhh,6
1688,两百,14
1689,首重,1
1690,重,58
1691,服,26
1692,打通,3
1693,后,93
1694,智慧,14
1695,物流,4
1696,无人,10
1697,无人机,1
1698,人机,1
1699,配送,4
1700,全国,32
1701,上班族,1
1702,美好,5
1703,实是,53
1704,残酷,2
1705,四年,12
1706,吸吸,4
1707,还要,60
1708,二十个,1
1709,爆,40
1710,仓,33
1711,一小,8
1712,从来没,18
1713,阔,1
1714,太太,5
1715,们,55
1716,投标,1
1717,哟,17
1718,缴,2
1719,样子,18
1720,人力,8
1721,一起,37
1722,搁,14
1723,脑子,37
1724,文字,4
1725,40,22
1726,几十万,17
1727,不愧,11
1728,堆得,1
1729,一层,11
1730,一层楼,1
1731,层楼,3
1732,困难,13
1733,昨天,25
1734,天才,14
1735,休,2
1736,这年头,3
1737,年头,7
1738,进场,7
1739,进场费,1
1740,门槛,9
1741,放在,9
1742,挣,35
1743,随便,32
1744,4500,3
1745,学来,1
1746,就行了,43
1747,不当,9
1748,当是,2
1749,贪图,2
1750,贪图便宜,1
1751,重要,62
1752,私隐,1
1753,共同,9
1754,瓜分,4
1755,剩余,33
1756,剩余价值,31
1757,方面,19
1758,半个,11
1759,家庭式,1
1760,压下,1
1761,压下来,1
1762,下来,53
1763,一票,1
1764,陈,18
1765,坤,101
1766,现学,2
1767,暴富,6
1768,贪,8
1769,残,6
1770,鉴定,5
1771,完毕,4
1772,这人,26
1773,胡说,42
1774,胡说八道,30
1775,八道,32
1776,生鲜,2
1777,每日,4
1778,优,10
1779,鲜,7
1780,叮咚,1
1781,京东,41
1782,隔天,1
1783,大学校园,1
1784,校园,1
1785,园里,3
1786,开销,1
1787,寡头,7
1788,种地,23
1789,总,73
1790,承包方,1
1791,薅,9
1792,羊毛,15
1793,进学,1
1794,更多,47
1795,频率,1
1796,光谷,5
1797,绝,21
1798,尤其,11
1799,情况,35
1800,免费,19
1801,端的,3
1802,缺钱,8
